participant_id,context_a,context_b,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance,bin_clicks
P05,2,3,0.12630076700389659,65.48878519143281,65.48878519143281,0.36214313724086616,0.003812607466517709,0.8517417860267251,10
P05,2,4,0.2735970654089697,54.91977765595025,76.85266465950342,0.4013991118638708,0.05986818108259337,0.8180160359090454,10
P05,3,4,0.8875688424242715,14.960712617013847,14.960712617013847,0.2590427105821822,0.06368078854911108,0.488028163750565,10
P07,1,2,0.4509058714545315,61.12633468627581,61.12633468627581,0.9499847238227647,0.4345359700764187,1.0651677147540137,10
P07,1,3,0.10622744656407634,13.80064662881437,13.80064662881437,1.0295322018727238,0.4200113114904698,1.0261252480192076,10
P07,1,4,0.4572646692388598,22.001141894785878,24.34031856252476,0.9257470298396833,0.5923055338931567,0.9883884104088979,10
P07,2,3,0.04932563849418159,87.17270182299322,87.17270182299322,0.11115023296407517,0.014524658585948924,0.8513246832956042,10
P07,2,4,0.49834850343294357,60.10088997711994,60.10088997711994,0.29074836576358126,0.1577695638167379,0.5175388273904096,10
P07,3,4,0.8516534320334174,27.037872383684313,27.037872383684313,0.24839720597714932,0.17229422240268683,0.6458574301143641,10
P08,1,2,0.023494158105387606,26.020451134808088,26.020451134808088,0.5239459813378898,0.06683616961673769,0.9570292830500267,10
P08,1,3,0.21994163349770304,58.03265848110998,58.03265848110998,0.2517899631326138,0.02026866458423293,0.8337680763017495,10
P08,1,4,0.8927226165915092,26.78261099578556,26.78261099578556,0.12721934092326748,0.07246273710801168,0.9510026000525263,10
P08,2,3,0.2683349727533288,43.680221837386426,84.2583696540498,0.5870400734433029,0.08710483420097062,0.8781821628585993,10
P08,2,4,0.2549842075620279,28.36090580274242,28.36090580274242,0.4839503641056418,0.005626567491273993,0.8724791894053027,10
P08,3,4,0.16381224362616378,62.18502608783772,62.18502608783772,0.1492087431784296,0.09273140169224461,0.8176122952482098,10
P09,1,2,0.35013872664475604,45.32366209460828,72.0889652726618,0.7783189145362218,0.0869618809511058,0.9329209312685292,10
P09,1,3,0.06881987660466994,40.745350606195785,40.745350606195785,0.6188791738949577,0.1283928795589921,0.5873624415448496,10
P09,1,4,0.7646346304974803,48.58716820393751,72.14784130673483,0.06084707715747273,0.06084707715747273,0.5726408262115315,10
P09,2,3,0.009483290911046494,48.104957400967365,48.104957400967365,0.35993055016264275,0.041430998607886294,0.9234521793105553,10
P09,2,4,0.5211673579408354,59.942226686083124,89.93048185149622,0.8391659916936945,0.14780895810857853,1.1120521183871324,10
P09,3,4,0.3843895631894639,64.82329499526698,64.82329499526698,0.6737115310693711,0.18923995671646482,0.6779704966306648,10
P10,1,2,0.3741227076030591,48.02357356413799,75.2484996232767,0.1819332232705777,0.1819332232705777,0.6598445762942398,10
P10,1,3,0.9811174378542602,11.147403902517242,11.147403902517242,0.23116544252461851,0.04832165654518822,0.7182616661041983,10
P10,1,4,0.010097817016754537,43.04049404220492,68.92635978081907,0.5029896727552051,0.0262139647888274,0.6241556599369082,10
P10,2,3,0.45865198954592173,41.04448912423051,41.04448912423051,0.32263174892628466,0.13361156672538949,0.8062238203459574,10
P10,2,4,0.26027928239441417,37.775495448402744,71.8671107138958,0.6849228960257828,0.2081471880594051,0.7285692550028793,10
P10,3,4,0.01413570369664113,28.22007984682835,28.22007984682835,0.5078428876927044,0.07453562133401562,0.7116666423785866,10
